tax_code;family_code;variant_key;volume_liter;waste_code;interval;variant;usage_type;source;source_text
UJ1500GOTÖM;;LÅS;;;;LÅS;;RULE:Taxa_från_edp:228;Tömning underjordsbehållare 1,5 m³, glasförp ofärgat Okänd KVAN UJ1500GOTÖM | Tömning underjordsbehållare 1,5 m³, glasförp ofärgat | KVAN | Tömning underjordsbehållare 1,5 m³, glasförp ofärgat | ANTL
LÖSTKBMBUD;;LÖSTKBMBUD;;;;LÖSTKBMBUD;;STANDARD:Standard Avfall:199;Hämtning löst avfall, per kbm. Budning KVAN ANTL
MB1300MA13;;MA;;MA;;;;STANDARD:Standard Avfall:238;Markbehållare 1,3 m³, matavfall. Var 4:e vecka ÅRKV ANTB
MB1300MA26;;MA;;MA;;;;STANDARD:Standard Avfall:237;Markbehållare 1,3 m³, matavfall. Var 14:e dag ÅRKV ANTB
MB1300MA52;;MA;;MA;;;;STANDARD:Standard Avfall:236;Markbehållare 1,3 m³, matavfall. Varje vecka ÅRKV ANTB
MB1300MABUD;;MA;;MA;;;;STANDARD:Standard Avfall:239;Markbehållare 1,3 m³, matavfall. Budning KVAN ANTL
MB1400MA;;MA;;MA;;;;RULE:Taxa_från_edp:140;Tömning Markbehållare 1.4 m³, matavfall. Tjänsttaxa Okänd Matavfall ÅRKV MB1400MA | Tömning Markbehållare 1.4 m³, matavfall. Tjänsttaxa | ÅRKV | Tömning Markbehållare 1.4 m³, matavfall. | 0
MB1400MATÖM;;MA;;MA;;;;RULE:Taxa_från_edp:141;Tömning Markbehållare 1.4 m³, matavfall Okänd Matavfall KVAN MB1400MATÖM | Tömning Markbehållare 1.4 m³, matavfall | KVAN | Tömning Markbehållare 1.4 m³, matavfall | ANTL
MB1400TÖM;;MA;;MA;;;;RULE:Taxa_från_edp:146;Tömning Markbehållare 1.4 m³, matavfall Okänd Matavfall KVAN MB1400TÖM | Tömning Markbehållare 1.4 m³, matavfall | KVAN | Tömning Markbehållare 1.4 m³, matavfall | ANTL
MB1600MA13;;MA;;MA;;;;STANDARD:Standard Avfall:250;Markbehållare 1,6 m³, matavfall. Var 4:e vecka ÅRKV ANTB
MB1600MA26;;MA;;MA;;;;STANDARD:Standard Avfall:249;Markbehållare 1,6 m³, matavfall. Var 14:e dag ÅRKV ANTB
MB1600MA52;;MA;;MA;;;;STANDARD:Standard Avfall:248;Markbehållare 1,6 m³, matavfall. Varje vecka ÅRKV ANTB
MB1600MABUD;;MA;;MA;;;;STANDARD:Standard Avfall:251;Markbehållare 1,6m³, matavfall. Budning KVAN ANTL
MB800MA13;;MA;;MA;;;;STANDARD:Standard Avfall:232;Markbehållare 0,8 m³, matavfall. Var 4:e vecka ÅRKV ANTB
MB800MA26;;MA;;MA;;;;STANDARD:Standard Avfall:231;Markbehållare 0,8 m³, matavfall. Var 14:e dag ÅRKV ANTB
MB800MA52;;MA;;MA;;;;STANDARD:Standard Avfall:230;Markbehållare 0,8 m³, matavfall. Varje vecka ÅRKV ANTB
MB800MABUD;;MA;;MA;;;;STANDARD:Standard Avfall:233;Markbehållare 0,8 m³, matavfall. Budning KVAN ANTL
UJ800MA;;MA;;MA;;;;RULE:Taxa_från_edp:241;Underjordsbehållare 0,8 m³, matavfall. Tjänsttaxa Okänd Matavfall ÅRKV UJ800MA | Underjordsbehållare 0,8 m³, matavfall. Tjänsttaxa | ÅRKV | Underjordsbehållare 0,8 m³, matavfall | 0
UJ800MATÖM;;MA;;MA;;;;RULE:Taxa_från_edp:242;Tömning underjordsbehållare 0,8 m³, matavfall Okänd Matavfall KVAN UJ800MATÖM | Tömning underjordsbehållare 0,8 m³, matavfall | KVAN | Tömning underjordsbehållare 0,8 m³, matavfall | ANTL
MB1300MA104;;MA|2;;MA;2;;;STANDARD:Standard Avfall:235;Markbehållare 1,3 m³, matavfall. 2ggr/ vecka ÅRKV ANTB
MB1600MA104;;MA|2;;MA;2;;;STANDARD:Standard Avfall:247;Markbehållare 1,6 m³, matavfall. 2ggr/ vecka ÅRKV ANTB
MB800MA104;;MA|2;;MA;2;;;STANDARD:Standard Avfall:229;Markbehållare 0,8 m³, matavfall. 2ggr/ vecka ÅRKV ANTB
GEMKÄFRI;;MA|GEMKÄFRI|FRITID;;MA;;GEMKÄFRI;FRITID;RULE:Taxa_från_edp:59;Gemensam uppsamlingsplats med eget kärl, fritidshus Okänd ÅRKV GEMKÄFRI | Gemensam uppsamlingsplats med eget kärl, fritidshus | ÅRKV | Viktavgift rest- matavfall kr/kg | VIKG
NYMAT;;MA|NYMAT;;MA;;NYMAT;;STANDARD:Standard Avfall:311;Dummytaxa, ny tjänst via ändringsorder Matavfall ÅRKV 0
NYRFID;;MA|NYRFID;;MA;;NYRFID;;RULE:Taxa_från_edp:163;Mottagarantjänstför okänt RFID Okänd ÅRKV NYRFID | Mottagarantjänstför okänt RFID | ÅRKV | Tvåfackskärl , rest/matavfall. | 0
VIKTMA;;MA|VIKTMA;;MA;;VIKTMA;;RULE:Taxa_från_edp:264;Vikt, matavfall Okänd Matavfall KVAN VIKTMA | Vikt, matavfall | KVAN | Vikt, matavfall | VIKG
VIKTMAT;;MA|VIKTMAT;;MA;;VIKTMAT;;RULE:Taxepunkter:106;Viktavgift matavfall Hushåll Matavfall KVAN §2.3.1 | §2.3.1 | Viktavgift matavfall |  | kr/kg | VIKTMAT |  | KVAN |  |  |  | 
MBSPRINTER;;MBSPRINTER;;;;MBSPRINTER;;RULE:Taxa_från_edp:153;MB Sprinter- externa tjänster Okänd KVAN MBSPRINTER | MB Sprinter- externa tjänster | KVAN | MB Sprinter | TIMT
MB1400ME;;ME;;ME;;;;RULE:Taxa_från_edp:142;Tömning Markbehållare 1.4 m³, metallförpackningar. Tjänsttaxa Okänd ÅRKV MB1400ME | Tömning Markbehållare 1.4 m³, metallförpackningar. Tjänsttaxa | ÅRKV | Tömning Markbehållare 1.4 m³, metallförpackningar. | 0
MB1400METÖM;;ME;;ME;;;;RULE:Taxa_från_edp:143;Tömning Markbehållare 1.4 m³, metallförpackningar. Okänd KVAN MB1400METÖM | Tömning Markbehållare 1.4 m³, metallförpackningar. | KVAN | Tömning Markbehållare 1.4 m³, metallförpackningar. | ANTL
UJ1500ME;;ME;;ME;;;;RULE:Taxa_från_edp:229;Underjordsbehållare 1,5 m³, metallförpackningar. Tjänsttaxa Okänd ÅRKV UJ1500ME | Underjordsbehållare 1,5 m³, metallförpackningar. Tjänsttaxa | ÅRKV | Underjordsbehållare 1,5 m³, metallförpackningar | 0
UJ1500METÖM;;ME;;ME;;;;RULE:Taxa_från_edp:230;Tömning underjordsbehållare 1,5 m³, metallförpackningar Okänd KVAN UJ1500METÖM | Tömning underjordsbehållare 1,5 m³, metallförpackningar | KVAN | Tömning underjordsbehållare 1,5 m³, metallförpackningar | ANTL
VIKTME;;ME|VIKTME;;ME;;VIKTME;;RULE:Taxa_från_edp:268;Vikt, metallförpackningar Okänd KVAN VIKTME | Vikt, metallförpackningar | KVAN | Vikt, metallförpackningar | VIKG
ÅBEHME;;ME|ÅBEHME;;ME;;ÅBEHME;;STANDARD:Standard ÅVS:16;ÅVS behandling metallförpackningar KVAN ANTL
ÅBUDME;;ME|ÅBUDME;;ME;;ÅBUDME;;STANDARD:Standard ÅVS:27;ÅVS budad tömning metallförpackningar KVAN ANTL
ÅTÖMME;;ME|ÅTÖMME;;ME;;ÅTÖMME;;STANDARD:Standard ÅVS:15;ÅVS tömning metallförpackningar KVAN ANTL
ÅVSME;;ME|ÅVSME;;ME;;ÅVSME;;STANDARD:Standard ÅVS:5;ÅVS metallförpackningar. Tjänsttaxa ÅRKV ANTB
NYOSO;;NYOSO;;;;NYOSO;;STANDARD:Standard Avfall:310;Dummytaxa, ny tjänst via ändringsorder Osorterat avfall ÅRKV 0
NYTJÄNST;;NYTJÄNST;;;;NYTJÄNST;;STANDARD:Standard Avfall:314;Dummytaxa, ny tjänst via ändringsorder ÅRKV 0
NYTJÄNST;;NYTJÄNST;;;;NYTJÄNST;;RULE:Taxa_från_edp:164;Dummytaxa, ny tjänst via ändringsorder Okänd ÅRKV NYTJÄNST | Dummytaxa, ny tjänst via ändringsorder | ÅRKV | Dummytaxa, ny tjänst via ändringsorder | ANTB
OA;;OA;;;;OA;;RULE:Taxa_från_edp:165;OBEBOTT AVLOPP Okänd ÅRPR OA | OBEBOTT AVLOPP | ÅRPR | Obebott, avlopp | 
OMKLASS;;OMKLASS;;;;OMKLASS;;RULE:Taxa_från_edp:166;Omklassning av felsorterad container Okänd KVAN OMKLASS | Omklassning av felsorterad container | KVAN | Omklassning av felsorterad container | ANTL
ORTRASIGTKÄRL;;ORTRASIGTKÄRL;;;;ORTRASIGTKÄRL;;RULE:Taxa_från_edp:167;Orderrad för trasigt kärl, byta/laga Okänd KVAN ORTRASIGTKÄRL | Orderrad för trasigt kärl, byta/laga | KVAN | Orderrad för trasigt kärl, byta/laga | 0
OV;;OV;;;;OV;;RULE:Taxa_från_edp:168;OBEBOTT VATTEN Okänd ÅRPR OV | OBEBOTT VATTEN | ÅRPR | Obebott, vatten | 
OVA;;OVA;;;;OVA;;RULE:Taxa_från_edp:169;OBEBOTT VA Okänd ÅRPR OVA | OBEBOTT VA | ÅRPR | Obebott, vatten och avlopp | 
MB2600PA;;PA;;PA;;;;RULE:Taxa_från_edp:147;Tömning Markbehållare 2,6 m³, pappersförpackningar. Tjänsttaxa Okänd ÅRKV MB2600PA | Tömning Markbehållare 2,6 m³, pappersförpackningar. Tjänsttaxa | ÅRKV | Tömning Markbehållare 2,6 m³, pappersförpackningar. | 0
MB2600PATÖM;;PA;;PA;;;;RULE:Taxa_från_edp:148;Tömning Markbehållare 2,6 m³, pappersförpackningar. Okänd KVAN MB2600PATÖM | Tömning Markbehållare 2,6 m³, pappersförpackningar. | KVAN | Tömning Markbehållare 2,6 m³, pappersförpackningar. | ANTL
UJ5000PA;;PA;;PA;;;;RULE:Taxa_från_edp:237;Underjordsbehållare 5 m³, pappersförpackningar. Tjänsttaxa Okänd ÅRKV UJ5000PA | Underjordsbehållare 5 m³, pappersförpackningar. Tjänsttaxa | ÅRKV | Underjordsbehållare 5 m³, pappersförpackningar | 0
UJ5000PATÖM;;PA;;PA;;;;RULE:Taxa_från_edp:238;Tömning underjordsbehållare 5 m³, pappersförpackningar Okänd KVAN UJ5000PATÖM | Tömning underjordsbehållare 5 m³, pappersförpackningar | KVAN | Tömning underjordsbehållare 5 m³, pappersförpackningar | ANTL
VIKTPA;;PA|VIKTPA;;PA;;VIKTPA;;RULE:Taxa_från_edp:269;Vikt, pappersförpackningar Okänd KVAN VIKTPA | Vikt, pappersförpackningar | KVAN | Vikt, pappersförpackningar | VIKG
ÅBEHPA;;PA|ÅBEHPA;;PA;;ÅBEHPA;;STANDARD:Standard ÅVS:18;ÅVS behandling pappersförpackningar KVAN ANTL
ÅBUDPA;;PA|ÅBUDPA;;PA;;ÅBUDPA;;STANDARD:Standard ÅVS:28;ÅVS budad tömning pappersförpackningar KVAN ANTL
ÅTÖMPA;;PA|ÅTÖMPA;;PA;;ÅTÖMPA;;STANDARD:Standard ÅVS:17;ÅVS tömning pappersförpackningar KVAN ANTL
ÅVSPA;;PA|ÅVSPA;;PA;;ÅVSPA;;STANDARD:Standard ÅVS:6;ÅVS pappersförpackningar. Tjänsttaxa ÅRKV ANTB
PERSONAL;;PERSONAL;;;;PERSONAL;;RULE:Taxa_från_edp:170;Personal- externa tjänster Okänd KVAN PERSONAL | Personal- externa tjänster | KVAN | Personal | TIMT
PERSONBIL;;PERSONBIL;;;;PERSONBIL;;RULE:Taxa_från_edp:171;Personbil- externa tjänster Okänd KVAN PERSONBIL | Personbil- externa tjänster | KVAN | Personbil | TIMT
MB2600PL;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:149;Tömning Markbehållare 2,6 m³, plastförpackning. Tjänsttaxa Okänd ÅRKV MB2600PL | Tömning Markbehållare 2,6 m³, plastförpackning. Tjänsttaxa | ÅRKV | Tömning Markbehållare 2,6 m³, plastförpackning. | 0
MB2600PLTÖM;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:150;Tömning Markbehållare 2,6 m³, plastförpackning. Okänd KVAN MB2600PLTÖM | Tömning Markbehållare 2,6 m³, plastförpackning. | KVAN | Tömning Markbehållare 2,6 m³, plastförpackning. | ANTL
UJ3200PL;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:233;Underjordsbehållare 3,2 m³, plastförpackningar. Tjänsttaxa Okänd ÅRKV UJ3200PL | Underjordsbehållare 3,2 m³, plastförpackningar. Tjänsttaxa | ÅRKV | Underjordsbehållare 3,2 m³, plastförpackningar | 0
UJ3200PLTÖM;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:234;Tömning underjordsbehållare 3,2 m³, plastförpackningar Okänd KVAN UJ3200PLTÖM | Tömning underjordsbehållare 3,2 m³, plastförpackningar | KVAN | Tömning underjordsbehållare 3,2 m³, plastförpackningar | ANTL
UJ5000PL;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:239;Underjordsbehållare 5 m³, plastförpackningar. Tjänsttaxa Okänd ÅRKV UJ5000PL | Underjordsbehållare 5 m³, plastförpackningar. Tjänsttaxa | ÅRKV | Underjordsbehållare 5 m³, plastförpackningar | 0
UJ5000PLTÖM;;PL|LÅS;;PL;;LÅS;;RULE:Taxa_från_edp:240;Tömning underjordsbehållare 5 m³, plastförpackningar Okänd KVAN UJ5000PLTÖM | Tömning underjordsbehållare 5 m³, plastförpackningar | KVAN | Tömning underjordsbehållare 5 m³, plastförpackningar | ANTL
VIKTPL;;PL|VIKTPL;;PL;;VIKTPL;;RULE:Taxa_från_edp:270;Vikt, plastförpackningar Okänd KVAN VIKTPL | Vikt, plastförpackningar | KVAN | Vikt, plastförpackningar | VIKG
ÅBEHPL;;PL|ÅBEHPL;;PL;;ÅBEHPL;;STANDARD:Standard ÅVS:20;ÅVS behandling plastförpackningar KVAN ANTL
ÅBUDPL;;PL|ÅBUDPL;;PL;;ÅBUDPL;;STANDARD:Standard ÅVS:29;ÅVS budad tömning plastförpackningar KVAN ANTL
ÅTÖMPL;;PL|ÅTÖMPL;;PL;;ÅTÖMPL;;STANDARD:Standard ÅVS:19;ÅVS tömning plastförpackningar KVAN ANTL
ÅVSPL;;PL|ÅVSPL;;PL;;ÅVSPL;;STANDARD:Standard ÅVS:7;ÅVS plastförpackningar. Tjänsttaxa ÅRKV ANTB
PÅMINN;;PÅMINN;;;;PÅMINN;;RULE:Taxa_från_edp:172;Påminnelsavgift Okänd KVAN PÅMINN | Påminnelsavgift | KVAN | Påminnelsavgift | 
RBRSL;;RBRSL;;;;RBRSL;;STANDARD:Standard Slam:87;Rensbrunn, slam KVAN ANTL
RBRSLB;;RBRSLB;;;;RBRSLB;;STANDARD:Standard Slam:70;Rensbrunn, slam. Budning KVAN ANTL
RBRSLBUD;;RBRSLBUD;;;;RBRSLBUD;;STANDARD:Standard Slam:37;Rensbrunn, slam. Budning ÅRKV 7
RBRSLO;;RBRSLO;;;;RBRSLO;;STANDARD:Standard Slam:54;Rensbrunn, slam. Ordinarie tur KVAN ANTL
RBRSLORD;;RBRSLORD;;;;RBRSLORD;;STANDARD:Standard Slam:21;Rensbrunn, slam. Ordinarie tur ÅRKV 0
MB1300RE13;;RE;;RE;;;;STANDARD:Standard Avfall:214;Markbehållare 1,3 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB1300RE26;;RE;;RE;;;;STANDARD:Standard Avfall:213;Markbehållare 1,3 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB1300RE52;;RE;;RE;;;;STANDARD:Standard Avfall:212;Markbehållare 1,3 m³, restavfall. Varje vecka ÅRKV ANTB
MB1300REBUD;;RE;;RE;;;;STANDARD:Standard Avfall:215;Markbehållare 1,3 m³, restavfall. Budning KVAN ANTL
MB2200RE13;;RE;;RE;;;;STANDARD:Standard Avfall:220;Markbehållare 2,2 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB2200RE26;;RE;;RE;;;;STANDARD:Standard Avfall:219;Markbehållare 2,2 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB2200RE52;;RE;;RE;;;;STANDARD:Standard Avfall:218;Markbehållare 2,2 m³, restavfall. Varje vecka ÅRKV ANTB
MB2200REBUD;;RE;;RE;;;;STANDARD:Standard Avfall:221;Markbehållare 2,2 m³, restavfall. Budning KVAN ANTL
MB2600RE;;RE;;RE;;;;RULE:Taxa_från_edp:151;Tömning Markbehållare 2,6 m³, restavfall. Tjänsttaxa Okänd Restavfall ÅRKV MB2600RE | Tömning Markbehållare 2,6 m³, restavfall. Tjänsttaxa | ÅRKV | Tömning Markbehållare 2,6 m³, restavfall. | 0
MB2600RETÖM;;RE;;RE;;;;RULE:Taxa_från_edp:152;Tömning Markbehållare 2,6 m³, restavfall. Okänd Restavfall KVAN MB2600RETÖM | Tömning Markbehållare 2,6 m³, restavfall. | KVAN | Tömning Markbehållare 2,6 m³, restavfall. | ANTL
MB5000RE13;;RE;;RE;;;;STANDARD:Standard Avfall:226;Markbehållare 5 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB5000RE26;;RE;;RE;;;;STANDARD:Standard Avfall:225;Markbehållare 5 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB5000RE52;;RE;;RE;;;;STANDARD:Standard Avfall:224;Markbehållare 5 m³, restavfall. Varje vecka ÅRKV ANTB
MB5000REBUD;;RE;;RE;;;;STANDARD:Standard Avfall:227;Markbehållare 5 m³, restavfall. Budning KVAN ANTL
UJ3200RE;;RE;;RE;;;;RULE:Taxa_från_edp:235;Underjordsbehållare 3,2 m³, restavfall. Tjänsttaxa Okänd Restavfall ÅRKV UJ3200RE | Underjordsbehållare 3,2 m³, restavfall. Tjänsttaxa | ÅRKV | Underjordsbehållare 3,2 m³, restavfall | 0
UJ3200RETÖM;;RE;;RE;;;;RULE:Taxa_från_edp:236;Tömning underjordsbehållare 3,2 m³, restavfall Okänd Restavfall KVAN UJ3200RETÖM | Tömning underjordsbehållare 3,2 m³, restavfall | KVAN | Tömning underjordsbehållare 3,2 m³, restavfall | ANTL
MB1300RE104;;RE|2;;RE;2;;;STANDARD:Standard Avfall:211;Markbehållare 1,3 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
MB2200RE104;;RE|2;;RE;2;;;STANDARD:Standard Avfall:217;Markbehållare 2,2 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
MB5000RE104;;RE|2;;RE;2;;;STANDARD:Standard Avfall:223;Markbehållare 5 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
BEHREST;;RE|BEHREST;;RE;;BEHREST;;RULE:Taxa_från_edp:25;Behandlingsavgift Restavfall Okänd Restavfall KVAN BEHREST | Behandlingsavgift Restavfall | KVAN | Behandlingsavgift Restavfall | VITO
GEMLIPFRI;;RE|GEMLIPFRI|FRITID;;RE;;GEMLIPFRI;FRITID;RULE:Taxa_från_edp:60;Gemensam uppsamlingsplats (LIP), fritidshus Okänd ÅRKV GEMLIPFRI | Gemensam uppsamlingsplats (LIP), fritidshus | ÅRKV | LIP, mat- och restavfall | FAST
GEMUPPFRI;;RE|GEMUPPFRI|FRITID;;RE;;GEMUPPFRI;FRITID;RULE:Taxepunkter:31;Gemensam uppsamlingsplats för mat-/restavfall Hushåll Restavfall §2.2.3 | §2.2.3 | Gemensam uppsamlingsplats för mat-/restavfall |  | st/år | GEMUPPFRI | GEMUPPFRI |  |  |  |  | 
NYRES;;RE|NYRES;;RE;;NYRES;;STANDARD:Standard Avfall:309;Dummytaxa, ny tjänst via ändringsorder Restavfall ÅRKV 0
VIKTRE;;RE|VIKTRE;;RE;;VIKTRE;;RULE:Taxa_från_edp:271;Vikt, restavfall Okänd Restavfall KVAN VIKTRE | Vikt, restavfall | KVAN | Vikt, restavfall | VIKG
VIKTREST;;RE|VIKTREST;;RE;;VIKTREST;;RULE:Taxepunkter:107;Viktavgift restavfall Hushåll Restavfall KVAN §2.3.1 | §2.3.1 | Viktavgift restavfall |  | kr/kg | VIKTREST |  | KVAN |  |  |  | 
VIKTREST;;RE|VIKTREST;;RE;;VIKTREST;;RULE:Taxa_från_edp:272;Tvåfackskärl, viktavgift rest Okänd KVAN VIKTREST | Tvåfackskärl, viktavgift rest | KVAN | Viktavgift restavfall | VIKG,MAX60
VIKTREST;;RE|VIKTREST;;RE;;VIKTREST;;RULE:Taxa_från_edp:273;Tvåfackskärl, viktavgift rest Okänd KVAN VIKTREST | Tvåfackskärl, viktavgift rest | KVAN | Vikt över 60 kg, restavfall | VIKG-60,MIN0
RHKORR;;RHKORR;;;;RHKORR;;STANDARD:Standard Avfall:304;Korrigering av händelse, konto och pris sätts manuellt KVAN ANTL
RHTILLAV;;RHTILLAV;;;;RHTILLAV;;RULE:Taxa_från_edp:175;Renh, tillägg-avdrag Okänd KVAN RHTILLAV | Renh, tillägg-avdrag | KVAN | Renh, tillägg-avdrag | 
SORTERING;;SORTERING;;;;SORTERING;;RULE:Taxa_från_edp:212;Material till sortering (Ej farligt avfall och elavfall) Okänd Elavfall KVAN SORTERING | Material till sortering (Ej farligt avfall och elavfall) | KVAN | Material till sortering | VITO
SPOLVAGN;;SPOLVAGN;;;;SPOLVAGN;;RULE:Taxa_från_edp:213;Spolvagn- externa tjänster Okänd KVAN SPOLVAGN | Spolvagn- externa tjänster | KVAN | Spolvagn | TIMT
TBL;;TBL;;;;TBL;;STANDARD:Standard Avfall:442;Transport/ tömning baklastarbil KVAN ANTL
TBOM;;TBOM;;;;TBOM;;STANDARD:Standard Avfall:432;Transport, bomkörning KVAN ANTL
TCOTIM;;TCOTIM;;;;TCOTIM;;STANDARD:Standard Avfall:438;Transport/tömning container, timtid KVAN ANTL
TFB;;TFB;;;;TFB;;STANDARD:Standard Avfall:441;Transport/ tömning flakbil KVAN ANTL
TFL;;TFL;;;;TFL;;STANDARD:Standard Avfall:440;Transport/ tömning frontlastarbil KVAN ANTL
MB1400TI;;TI;;TI;;;;RULE:Taxa_från_edp:144;Tömning Markbehållare 1.4 m³, tidningar. Tjänsttaxa Okänd ÅRKV MB1400TI | Tömning Markbehållare 1.4 m³, tidningar. Tjänsttaxa | ÅRKV | Tömning Markbehållare 1.4 m³, tidningar. | 0
MB1400TITÖM;;TI;;TI;;;;RULE:Taxa_från_edp:145;Tömning Markbehållare 1.4 m³, tidningar. Okänd KVAN MB1400TITÖM | Tömning Markbehållare 1.4 m³, tidningar. | KVAN | Tömning Markbehållare 1.4 m³, tidningar. | ANTL
UJ1500TI;;TI;;TI;;;;RULE:Taxa_från_edp:231;Underjordsbehållare 1,5 m³, tidningar. Tjänsttaxa Okänd ÅRKV UJ1500TI | Underjordsbehållare 1,5 m³, tidningar. Tjänsttaxa | ÅRKV | Underjordsbehållare 1,5 m³, tidningar | 0
UJ1500TITÖM;;TI;;TI;;;;RULE:Taxa_från_edp:232;Tömning underjordsbehållare 1,5 m³, tidningar Okänd KVAN UJ1500TITÖM | Tömning underjordsbehållare 1,5 m³, tidningar | KVAN | Tömning underjordsbehållare 1,5 m³, tidningar | ANTL
VIKTTI;;TI|VIKTTI;;TI;;VIKTTI;;RULE:Taxa_från_edp:274;Vikt, tidningar Okänd KVAN VIKTTI | Vikt, tidningar | KVAN | Vikt, tidningar | VIKG
TLD;;TLD;;;;TLD;;STANDARD:Standard Avfall:443;Transport/ tömning liftdumperbil KVAN ANTL
TLEVERANS;;TLEVERANS;;;;TLEVERANS;;STANDARD:Standard Avfall:433;Transport, leveranskostnad KVAN ANTL
TLV;;TLV;;;;TLV;;STANDARD:Standard Avfall:444;Transport/ tömning lastväxlarbil KVAN ANTL
TSBTIM;;TSBTIM;;;;TSBTIM;;STANDARD:Standard Avfall:439;Transport/ tömning sopbil, timtid KVAN ANTL
Tungt lock;;TUNGTLOCK;;;;TUNGTLOCK;;RULE:Taxa_från_edp:224;Lyft av tung lock över 15 kilo slam Slam Slam KVAN Tungt lock | Lyft av tung lock över 15 kilo slam | KVAN | Lyft av tungt brunnslock över 15 kg | ANTL
TUTSTÄLLCO;;TUTSTÄLLCO;;;;TUTSTÄLLCO;;STANDARD:Standard Avfall:436;Transport, utställningskostnad container KVAN ANTL
TUTSTÄLLKÄ;;TUTSTÄLLKÄ;;;;TUTSTÄLLKÄ;;STANDARD:Standard Avfall:434;Transport, utställningskostnad kärl KVAN ANTL
UPPEHÅLL;;UPPEHÅLL;;;;UPPEHÅLL;;STANDARD:Standard Avfall:308;Dummytaxa för tjänst som har upphåll i hämtning ÅRKV 0
UTEDASS;;UTEDASS;;;;UTEDASS;;RULE:Taxa_från_edp:243;Utedass Okänd ÅRKV UTEDASS | Utedass | ÅRKV | Utedass | ANTL
V;;V;;;;V;;RULE:Taxa_från_edp:244;VATTEN BOSTADSHUS Okänd ÅRPR V | VATTEN BOSTADSHUS | ÅRPR | Vatten bostadshus | 
VA;;VA;;;;VA;;RULE:Taxa_från_edp:245;VA-AVGIFTER Okänd FÖRB VA | VA-AVGIFTER | FÖRB | Förbrukning | 
VA;;VA;;;;VA;;RULE:Taxa_från_edp:246;VA-AVGIFTER Okänd ÅRPR VA | VA-AVGIFTER | ÅRPR | Grund och mätaravgift | 
VAF;;VAF;;;;VAF;;RULE:Taxa_från_edp:247;VA-ENDAST FÖRBRUKNING Okänd FÖRB VAF | VA-ENDAST FÖRBRUKNING | FÖRB | Förbrukning | 
VAFP;;VAFP|FRITID;;;;VAFP;FRITID;RULE:Taxa_från_edp:248;VA FRITIDSHUS PARHUS Okänd ÅRPR VAFP | VA FRITIDSHUS PARHUS | ÅRPR | Vatten och avlopp | 
VAK;;VAK;;;;VAK;;RULE:Taxa_från_edp:249;VA MAX 200 kvm Okänd ÅRPR VAK | VA MAX 200 kvm | ÅRPR | Vatten och avlopp | 
VAOBF;;VAOBF;;;;VAOBF;;RULE:Taxa_från_edp:255;VA, OBEBYGGD FASTIGHET INOM DETALJLAGT OMRÅDE Okänd ÅRPR VAOBF | VA, OBEBYGGD FASTIGHET INOM DETALJLAGT OMRÅDE | ÅRPR | VA inom detaljplan obebyggd | 
VAOB;;VAOB|PERMANENT;;;;VAOB;PERMANENT;RULE:Taxa_från_edp:254;PERMANENTHUS, OBEBOTT LÄNGRE ÄN 3 MÅN Okänd ÅRPR VAOB | PERMANENTHUS, OBEBOTT LÄNGRE ÄN 3 MÅN | ÅRPR | Vatten avlopp obebott | 
VATILLAV;;VATILLAV;;;;VATILLAV;;RULE:Taxa_från_edp:256;VA, tillägg-avdrag Okänd KVAN VATILLAV | VA, tillägg-avdrag | KVAN | VA, tillägg-avdrag | 
VAUMC;;VAUMC|FRITID;;;;VAUMC;FRITID;RULE:Taxa_från_edp:258;VA FRITIDSHUS CAMPING Okänd ÅRPR VAUMC | VA FRITIDSHUS CAMPING | ÅRPR | Fast avgift camping | 
VAUMC;;VAUMC|FRITID;;;;VAUMC;FRITID;RULE:Taxa_från_edp:259;VA FRITIDSHUS CAMPING Okänd ÅRKV VAUMC | VA FRITIDSHUS CAMPING | ÅRKV | Extra för varje stuga | STUG
VAUMF;;VAUMF|FRITID;;;;VAUMF;FRITID;RULE:Taxa_från_edp:260;VA FRITIDSHUS Okänd ÅRPR VAUMF | VA FRITIDSHUS | ÅRPR | Fast avgift va fritidshus | 
VAUM;;VAUM|PERMANENT;;;;VAUM;PERMANENT;RULE:Taxa_från_edp:257;VA Permanentboende Okänd ÅRPR VAUM | VA Permanentboende | ÅRPR | VA Fast avgift - permanentbo. | 
