Tax Decision Report

Priority:
1. Bekräftad kommun-EDP / Taxa_från_edp
2. Word-taxa
3. Standardtaxor endast som förslag
4. Manuell granskning

Total: 241
EDP_MATCH: 0
STANDARD_PROPOSAL: 0
REVIEW_REQUIRED: 113
NEW_TAXA: 128

Details:
- REVIEW_REQUIRED | 6.1.2 | Rökdetektor med Am 241 | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.30 justerad=0.35. Matchar waste_type: Kyl/frys, property_type: Verksamhet. Skillnader category: Word='ÅVC/verksamhetsavfall' kandidat='Verksamhetsavfall', unit_type: Word='Vikt' kandidat='', factor_hint: Word='VIKG' kandidat=''
- NEW_TAXA | 6.1.2 | Batterier stav, pencell | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- NEW_TAXA | 6.1.2 | Batterier lithium | source=SemanticDecisionEngine rule=Ingen kandidat över granskningsgräns edp= standard= | Bästa kandidat var för svag. Kandidat=STANDARD KÄ140RE26V score=0.35 justerad=0.35. Matchar category: ÅVC/verksamhetsavfall, property_type: Verksamhet. Skillnader waste_type: Word='' kandidat='Restavfall', service_type: Word='' kandidat='Abonnemang', container_type: Word='' kandidat='Kärl', container_volume_liter: Word='' kandidat='140'
- REVIEW_REQUIRED | 6.1.2 | Bil-, mcbatteri med bly | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.40 justerad=0.45. Matchar category: Verksamhetsavfall, container_type: Container, unit_type: Volym, factor_hint: VOLM. Skillnader container_volume_liter: Word='' kandidat='3m3', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Glödlampor | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.40 justerad=0.45. Matchar category: Verksamhetsavfall, container_type: Container, unit_type: Volym, factor_hint: VOLM. Skillnader container_volume_liter: Word='' kandidat='3m3', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Lysrör | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.40 justerad=0.45. Matchar category: Verksamhetsavfall, container_type: Container, unit_type: Volym, factor_hint: VOLM. Skillnader container_volume_liter: Word='' kandidat='3m3', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Elavfall, små elektronik | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.31 justerad=0.36. Matchar category: Verksamhetsavfall, container_type: Container. Skillnader container_volume_liter: Word='' kandidat='3m3', property_type: Word='Verksamhet' kandidat='', unit_type: Word='' kandidat='Volym', factor_hint: Word='' kandidat='VOLM'
- REVIEW_REQUIRED | 6.1.2 | El-avfall fast installation | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.51 justerad=0.56. Matchar category: Verksamhetsavfall, waste_type: Farligt avfall, service_type: Abonnemang. Skillnader property_type: Word='Verksamhet' kandidat='', unit_type: Word='' kandidat='Tillfälle', factor_hint: Word='' kandidat='TILLFÄLLE'
- REVIEW_REQUIRED | 6.1.2 | El-avfall kabel | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.60 justerad=0.65. Matchar category: Verksamhetsavfall, waste_type: Farligt avfall, service_type: Abonnemang, unit_type: Tillfälle, factor_hint: TILLFÄLLE. Skillnader property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Toner, färgpatron med elektronik | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.28 justerad=0.34. Matchar category: Verksamhetsavfall, unit_type: Tillfälle, factor_hint: TILLFÄLLE. Skillnader waste_type: Word='Träavfall' kandidat='', container_type: Word='' kandidat='Container', property_type: Word='Verksamhet' kandidat=''
- REVIEW_REQUIRED | 6.1.2 | Tv, radio, skärm, skrivare utan färgpatron | source=Taxepunkter rule=Bästa semantiska kandidat saknar taxekod edp= standard= | Kandidaten kan ge beslutsstöd men saknar taxekod. Kandidat=RULE:TAXEPUNKT  score=0.42 justerad=0.47. Matchar category: Verksamhetsavfall, service_type: Abonnemang, unit_type: Tillfälle, factor_hint: TILLFÄLLE. Skillnader waste_type: Word='' kandidat='Farligt avfall', property_type: Word='Verksamhet' kandidat=''
- NEW_TAXA | 6.1.2 | Kyl-, frysskåp, -box | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.2 | Kyl-, frysskåp, -box från verksamhet | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.2 | Spis, tvätt-, diskmaskin | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.2 | Spis, tvätt-, diskmaskin från verksamhet | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.3 | Container X m3 | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.3 | Container X m3 | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.3 | Container X m3 | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.3 | Omklassning av felsorterad container | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.4 | Okänt farligt avfall (säkerhetsdatablad saknas) | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.4 | Ombud för rapportering av farligt avfall i Avfallsregistret | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.4 | Administrativ rapporteringsavgift till Avfallsregistret | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
- NEW_TAXA | 6.1.4 | Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen | source=SemanticDecisionEngine rule=Ingen semantisk kandidat hittades edp= standard= | Skapa/hantera som ny taxa eller komplettera regelverk.
