tax_code;attribute_key;attribute_count;materials;waste_types;units;container_types;intervals;property_types;source;source_text
EVEKÄ660RE;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;RULE:Taxa_från_edp:86;Evenemangskärl 660 L, restavfall Okänd Restavfall Behållarvolym KVAN EVEKÄ660RE | Evenemangskärl 660 L, restavfall | KVAN | Evenemangskärl 660 L, restavfall | ANTB
KÄ140RE11S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:32;Kärl 140 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ140RE13;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:29;Kärl 140 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ140RE22S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:31;Kärl 140 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ140RE26;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:28;Kärl 140 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ140RE26F;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:15;Kärl 140 L, restavfall. Var 14:e dag. Flerbostadshus ÅRKV ANTB
KÄ140RE26H;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:19;Kärl 140 L, restavfall. Var 14:e dag. Hemkomposterare ÅRKV ANTB
KÄ140RE52;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:27;Kärl 140 L, restavfall. Varje vecka ÅRKV ANTB
KÄ140RE6S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:33;Kärl 140 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ190RE11S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:42;Kärl 190 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ190RE13;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:39;Kärl 190 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ190RE22S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:41;Kärl 190 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ190RE26;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:38;Kärl 190 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ190RE52;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:37;Kärl 190 L, restavfall. Varje vecka ÅRKV ANTB
KÄ190RE6S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:43;Kärl 190 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ240RE11S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:52;Kärl 240 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ240RE13;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:49;Kärl 240 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ240RE22S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:51;Kärl 240 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ240RE26;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:48;Kärl 240 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ240RE52;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:47;Kärl 240 L, restavfall. Varje vecka ÅRKV ANTB
KÄ240RE6S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:53;Kärl 240 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ370RE11S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:62;Kärl 370 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ370RE13;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:59;Kärl 370 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ370RE22S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:61;Kärl 370 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ370RE26;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:58;Kärl 370 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ370RE52;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:57;Kärl 370 L, restavfall. Varje vecka ÅRKV ANTB
KÄ370RE6S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:63;Kärl 370 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄ660RE026;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:68;Kärl 660 L, restavfall. Var 14:e dag ÅRKV ANTB
KÄ660RE11S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:72;Kärl 660 L, restavfall. Var 14:e dag säsong ÅRKV ANTB
KÄ660RE13;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:69;Kärl 660 L, restavfall. Var 4:e vecka ÅRKV ANTB
KÄ660RE13D2;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:9;Kärl 660 L, restavfall. Var 4:e vecka. 2 hh ÅRKV ANTB
KÄ660RE22S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:71;Kärl 660 L, restavfall. Varje vecka säsong ÅRKV ANTB
KÄ660RE52;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:67;Kärl 660 L, restavfall. Varje vecka ÅRKV ANTB
KÄ660RE6S;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:73;Kärl 660 L, restavfall. Var 4:e vecka säsong ÅRKV ANTB
KÄREBUD;REST|LITER|KÄRL;3;;REST;LITER;KÄRL;;;STANDARD:Standard Avfall:74;Kärl 140-660 L, restavfall. Budning KVAN ANTL
KÄ140RE104;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:26;Kärl 140 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ140RE44S;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:30;Kärl 140 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ190RE104;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:36;Kärl 190 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ190RE44S;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:40;Kärl 190 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ240RE104;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:46;Kärl 240 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ240RE44S;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:50;Kärl 240 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ370RE104;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:56;Kärl 370 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ370RE44S;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:60;Kärl 370 L, restavfall. 2ggr/ vecka säsong ÅRKV ANTB
KÄ660RE104;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:66;Kärl 660 L, restavfall. 2ggr/ vecka ÅRKV ANTB
KÄ660RE44S;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:70;Kärl 660 L, restavfall. 2ggr/vecka säsong ÅRKV ANTB
KÄ660RE44SD4;REST|LITER|KÄRL|2 GGR;4;;REST;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:11;Kärl 660 L, restavfall. 2ggr/vecka säsong. 4 hh ÅRKV ANTB
KÄ140RE156;REST|LITER|KÄRL|3 GGR;4;;REST;LITER;KÄRL;3 GGR;;STANDARD:Standard Avfall:22;Kärl 140 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ190RE156;REST|LITER|KÄRL|3 GGR;4;;REST;LITER;KÄRL;3 GGR;;STANDARD:Standard Avfall:35;Kärl 190 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ240RE156;REST|LITER|KÄRL|3 GGR;4;;REST;LITER;KÄRL;3 GGR;;STANDARD:Standard Avfall:45;Kärl 240 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ370RE156;REST|LITER|KÄRL|3 GGR;4;;REST;LITER;KÄRL;3 GGR;;STANDARD:Standard Avfall:55;Kärl 370 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ660RE156;REST|LITER|KÄRL|3 GGR;4;;REST;LITER;KÄRL;3 GGR;;STANDARD:Standard Avfall:65;Kärl 660 L, restavfall. 3ggr/ vecka ÅRKV ANTB
KÄ140RE26V;REST|LITER|KÄRL|VERKSAMHET;4;;REST;LITER;KÄRL;;VERKSAMHET;STANDARD:Standard Avfall:13;Kärl 140 L, restavfall. Var 14:e dag. Verksamheter ÅRKV ANTB
KÄ660RE52FV;REST|LITER|KÄRL|VERKSAMHET;4;;REST;LITER;KÄRL;;VERKSAMHET;STANDARD:Standard Avfall:17;Kärl 660 L, restavfall. Varje vecka. Flerb.hus/Verksamheter ÅRKV ANTB
;REST|LÄGENHET;2;;REST;;;;LÄGENHET;RULE:Taxa_Saknas:38;§2.2.4 | 52 | 69 | Gemensam uppsamlingsplats för mat-/restavfall, förpackningar Avgift per lägenhet | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix / gemensam uppsamlingsplats särskild funktionskod | GEMUPPMRFPFLB | 69 | Hämtningsavgift per år för flerbostadshus / Gemensam uppsamlingsplats för mat-/restavfall, förpackningar | GEMUPPMRFPFLB | Gemensam uppsamlingsplats för mat-/restavfall och förpackningar. Avgift per lägenhet. Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Gemensam uppsamlingsplats för mat-/restavfall och förpackningar. Avgift per lägenhet. Flerbostadshus | 0 | - | 1 | LÄGH
GEMUPPMRFPFLB;REST|LÄGENHET;2;;REST;;;;LÄGENHET;RULE:Taxepunkter:69;Gemensam uppsamlingsplats för mat-/restavfall, förpackningar Hushåll Restavfall §2.2.4 | §2.2.4 | Gemensam uppsamlingsplats för mat-/restavfall, förpackningar | Avgift per lägenhet | lägenhet/år | GEMUPPMRFPFLB | GEMUPPMRFPFLB |  |  |  |  | 
MB1300RE13;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:214;Markbehållare 1,3 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB1300RE26;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:213;Markbehållare 1,3 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB1300RE52;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:212;Markbehållare 1,3 m³, restavfall. Varje vecka ÅRKV ANTB
MB1300REBUD;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:215;Markbehållare 1,3 m³, restavfall. Budning KVAN ANTL
MB2200RE13;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:220;Markbehållare 2,2 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB2200RE26;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:219;Markbehållare 2,2 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB2200RE52;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:218;Markbehållare 2,2 m³, restavfall. Varje vecka ÅRKV ANTB
MB2200REBUD;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:221;Markbehållare 2,2 m³, restavfall. Budning KVAN ANTL
MB5000RE13;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:226;Markbehållare 5 m³, restavfall. Var 4:e vecka ÅRKV ANTB
MB5000RE26;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:225;Markbehållare 5 m³, restavfall. Var 14:e dag ÅRKV ANTB
MB5000RE52;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:224;Markbehållare 5 m³, restavfall. Varje vecka ÅRKV ANTB
MB5000REBUD;REST|M3;2;;REST;M3;;;;STANDARD:Standard Avfall:227;Markbehållare 5 m³, restavfall. Budning KVAN ANTL
MB1300RE104;REST|M3|2 GGR;3;;REST;M3;;2 GGR;;STANDARD:Standard Avfall:211;Markbehållare 1,3 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
MB2200RE104;REST|M3|2 GGR;3;;REST;M3;;2 GGR;;STANDARD:Standard Avfall:217;Markbehållare 2,2 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
MB5000RE104;REST|M3|2 GGR;3;;REST;M3;;2 GGR;;STANDARD:Standard Avfall:223;Markbehållare 5 m³, restavfall. 2ggr/ vecka ÅRKV ANTB
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:51;"§2.2.5 | 65 | 84 | Bottentömmande behållare (mat-/restavfall) Avgift per tömning | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix; lastväxlarflak använder LV-prefix | MBRMFV | 84 | Hämtningsavgift per år för verksamheter / Bottentömmande behållare (mat-/restavfall) | MBRMFV | Bottentömmande behållare (mat-/restavfall). Avgift per tömning. Verksamhet/Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Bottentömmande behållare (mat-/restavfall). Avgift per tömning. Verksamhet/Flerbostadshus | 0 | - | 1 | ANTL"
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:52;"§2.2.5 | 66 | 85 | Lastväxlarflak (restavfall) Avgift per tömning | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix; lastväxlarflak använder LV-prefix | LVREFV | 85 | Hämtningsavgift per år för verksamheter / Lastväxlarflak (restavfall) | LVREFV | Lastväxlarflak (restavfall). Avgift per tömning. Verksamhet/Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Lastväxlarflak (restavfall). Avgift per tömning. Verksamhet/Flerbostadshus | 0 | - | 1 | ANTL"
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:53;"§2.2.5 | 67 | 86 | Bottentömmande behållare (mat-/restavfall) Tillägg för två tömningar per vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: bottentömmande använder MB-prefix; lastväxlarflak använder LV-prefix | MBRM2VFV | 86 | Hämtningsavgift per år för verksamheter / Bottentömmande behållare (mat-/restavfall) | MBRM2VFV | Bottentömmande behållare (mat-/restavfall). Tillägg för två tömningar per vecka. Verksamhet/Flerbostadshus | RENH | HUSH | 1 | ÅRKV | Bottentömmande behållare (mat-/restavfall). Tillägg för två tömningar per vecka. Verksamhet/Flerbostadshus | 0 | - | 1 | ANTL"
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:66;§2.2.6 | 80 | 101 | Bottentömmande behållare (mat-/restavfall) Avgift per tömning | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: detaljhandel använder DH-suffix och bottentömmande använder MB-prefix | MBRMDH | 101 | Hämtningsavgift per år för verksamhet inom detaljhandeln med beviljad hantering av kommunalt avfall / Bottentömmande behållare (mat-/restavfall) | MBRMDH | Bottentömmande/markbehållare (mat-/restavfall). Avgift per tömning. Detaljhandel | RENH | HUSH | 1 | ÅRKV | Bottentömmande/markbehållare (mat-/restavfall). Avgift per tömning. Detaljhandel | 0 | - | 1 | ANTL
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:67;§2.2.6 | 81 | 102 | Lastväxlarflak (restavfall) Avgift per tömning | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: detaljhandel använder DH-suffix och bottentömmande använder MB-prefix | LVREDH | 102 | Hämtningsavgift per år för verksamhet inom detaljhandeln med beviljad hantering av kommunalt avfall / Lastväxlarflak (restavfall) | LVREDH | Lastväxlarflak (restavfall). Avgift per tömning. Detaljhandel | RENH | HUSH | 1 | ÅRKV | Lastväxlarflak (restavfall). Avgift per tömning. Detaljhandel | 0 | - | 1 | ANTL
;REST|VERKSAMHET;2;;REST;;;;VERKSAMHET;RULE:Taxa_Saknas:68;§2.2.6 | 82 | 103 | Bottentömmande behållare (mat-/restavfall) Tillägg för två tömningar per vecka | Saknas i EDP – föreslagen ny taxa | Kodförslag uppdaterat enligt regel: detaljhandel använder DH-suffix och bottentömmande använder MB-prefix | MBRM2VDH | 103 | Hämtningsavgift per år för verksamhet inom detaljhandeln med beviljad hantering av kommunalt avfall / Bottentömmande behållare (mat-/restavfall) | MBRM2VDH | Bottentömmande/markbehållare (mat-/restavfall). Tillägg för två tömningar per vecka. Detaljhandel | RENH | HUSH | 1 | ÅRKV | Bottentömmande/markbehållare (mat-/restavfall). Tillägg för två tömningar per vecka. Detaljhandel | 0 | - | 1 | ANTL
;SMÅHUS;1;;;;;;SMÅHUS;RULE:Dokumentation_Taxepunkter:24;Taxerad | A:E innehåller uppdelade fält | A:E ej sammanslaget, vit bakgrund | Används för faktiska taxepunkter | §2.1 | Grundavgift | En- och tvåbostadshus | st/år | Ja
;SMÅHUS;1;;;;;;SMÅHUS;RULE:Taxepunkter:17;Hushåll §2.2.1 Hämtningsavgift per år för en- och tvåbostadshus | §2.2.1 Hämtningsavgift per år för en- och tvåbostadshus |  |  |  |  |  |  |  |  |  | 
FASTSMÅ;SMÅHUS;1;;;;;;SMÅHUS;STANDARD:Standard Avfall:3;Fast grundavgift, småhus ÅRKV FAST
GRUNDSMÅ;SMÅHUS;1;;;;;;SMÅHUS;RULE:Taxa_från_edp:199;Grundavgift, småhus 1- och 2 familjshus Okänd ÅRKV GRUNDSMÅ | Grundavgift, småhus 1- och 2 familjshus | ÅRKV | Grundavgift, småhus 1- och 2 familjshus | GRUN
GRUNDSMÅ;SMÅHUS;1;;;;;;SMÅHUS;RULE:Taxepunkter:7;En- och tvåbostadshus Hushåll §2.1 | §2.1 | En- och tvåbostadshus |  | st/år | GRUNDSMÅ | GRUNDSMÅ |  |  |  |  | 
;STEN;1;STEN;;;;;;RULE:Dokumentation_Taxepunkter:4;C | Taxapunkt | Manuell | Word | Anges utifrån raden/tjänsten i Word. | Ja
;SÄCK;1;;;;SÄCK;;;RULE:Taxepunkter:161;Hushåll §2.4.10 Betalsäck och akutsäck | §2.4.10 Betalsäck och akutsäck |  |  |  |  |  |  |  |  |  | 
;SÄCK;1;;;;SÄCK;;;RULE:Taxepunkter:162;Betalsäck Hushåll §2.4.10 | §2.4.10 | Betalsäck |  | st/säck |  |  |  |  |  |  | 
FSÄMB;SÄCK;1;;;;SÄCK;;;STANDARD:Standard Avfall:295;Försäljning säck, markbehållare. Pris per st KVAN ANTL
FSÄMB52;SÄCK;1;;;;SÄCK;;;STANDARD:Standard Avfall:296;Försäljning säck, markbehållare. Varje vecka KVAN ANTL
ÅBEHTI;TIDNING;1;;TIDNING;;;;;RULE:Taxa_från_edp:353;ÅVS behandling tidningar Okänd KVAN ÅBEHTI | ÅVS behandling tidningar | KVAN | ÅVS behandling tidningar | VIKG
ÅTÖMTI;TIDNING;1;;TIDNING;;;;;RULE:Taxa_från_edp:362;ÅVS tömning tidningar Okänd KVAN ÅTÖMTI | ÅVS tömning tidningar | KVAN | ÅVS tömning tidningar | ANTB
ÅVSTI;TIDNING;1;;TIDNING;;;;;RULE:Taxa_från_edp:371;ÅVS tidningar. Tjänsttaxa Okänd ÅRKV ÅVSTI | ÅVS tidningar. Tjänsttaxa | ÅRKV | ÅVS tidningar. Tjänsttaxa | 0
KÄ190TI13;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:334;Kärl 190 L, tidningar. Var 4:e vecka ÅRKV ANTB
KÄ190TI26;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:333;Kärl 190 L, tidningar. Var 14:e dag ÅRKV ANTB
KÄ190TI52;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:332;Kärl 190 L, tidningar. Varje vecka ÅRKV ANTB
KÄ190TIBUD;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:335;Kärl 190 L, tidningar. Budning KVAN ANTB
KÄ370TI13;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:364;Kärl 370 L, tidningar. Var 4:e vecka ÅRKV ANTB
KÄ370TI26;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:363;Kärl 370 L, tidningar. Var 14:e dag ÅRKV ANTB
KÄ370TI52;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:362;Kärl 370 L, tidningar. Varje vecka ÅRKV ANTB
KÄ370TIBUD;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:365;Kärl 370 L, tidningar. Budning KVAN ANTL
KÄ660TI13;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:394;Kärl 660 L, tidningar. Var 4:e vecka ÅRKV ANTB
KÄ660TI26;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:393;Kärl 660 L, tidningar. Var 14:e dag ÅRKV ANTB
KÄ660TI52;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:392;Kärl 660 L, tidningar. Varje vecka ÅRKV ANTB
KÄ660TIBUD;TIDNING|LITER|KÄRL;3;;TIDNING;LITER;KÄRL;;;STANDARD:Standard Avfall:395;Kärl 660 L, tidningar. Budning KVAN ANTL
KÄ190TI104;TIDNING|LITER|KÄRL|2 GGR;4;;TIDNING;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:331;Kärl 190 L, tidningar. 2ggr/ vecka ÅRKV ANTB
KÄ370TI104;TIDNING|LITER|KÄRL|2 GGR;4;;TIDNING;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:361;Kärl 370 L, tidningar. 2ggr/ vecka ÅRKV ANTB
KÄ660TI104;TIDNING|LITER|KÄRL|2 GGR;4;;TIDNING;LITER;KÄRL;2 GGR;;STANDARD:Standard Avfall:391;Kärl 660 L, tidningar. 2ggr/ vecka ÅRKV ANTB
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:259;Avfall till energiåtervinning (<20x20x80cm) ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Avfall till energiåtervinning (<20x20x80cm) |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:260;Skrymmande avfall till energiåtervinning (>20x20x80cm) ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Skrymmande avfall till energiåtervinning (>20x20x80cm) |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:265;Klinker, porslin ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Klinker, porslin |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:267;Tegel ÅVC/verksamhetsavfall Tegel Vikt VIKG §6.1.2 | §6.1.2 | Tegel |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:269;Fönster med karm ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Fönster med karm |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:273;Kvistar och grenar ÅVC/verksamhetsavfall Vikt VIKG §6.1.2 | §6.1.2 | Kvistar och grenar |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:275;Betong ÅVC/verksamhetsavfall Betong Vikt VIKG §6.1.2 | §6.1.2 | Betong |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:277;Elavfall producentansvar (tex lysrör, glödlampor, ÅVC/verksamhetsavfall Elavfall Vikt VIKG §6.1.2 | §6.1.2 | Elavfall producentansvar (tex lysrör, glödlampor, |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:278;kylsklåp/frys av hushållsmodell) ÅVC/verksamhetsavfall Kyl/frys Vikt VIKG §6.1.2 | §6.1.2 | kylsklåp/frys av hushållsmodell) |  | kr/ton |  |  |  |  |  |  | 
;TON|VERKSAMHET;2;;;TON;;;VERKSAMHET;RULE:Taxepunkter:279;Elavfall ej producentansvar (tex ventillationsfläkt, kyldisk) ÅVC/verksamhetsavfall Elavfall Vikt VIKG §6.1.2 | §6.1.2 | Elavfall ej producentansvar (tex ventillationsfläkt, kyldisk) |  | kr/ton |  |  |  |  |  |  | 
;TRÄ;1;TRÄ;;;;;;RULE:Taxa_Saknas:1;Källparagraf | Källpunkt | Rad i Taxepunkter | Wordtext | Status | Matchmetod | FöreslagenTaxekod | intRecnum | Taxepunkt | strTaxekod | strTaxebenamning | strProdukt | strDelProdukt | bytDelradnr | strFaktor | strTaxedelAvser | strEntreprenorkod | strRenhDistrKod | curNuvarandePris | datNuvarandePrisDatum | bolPrisPerTomning | strAvvikandeFormel | bolPriserInklMoms | bytMomskod | strFormel
;TRÄ;1;TRÄ;;;;;;RULE:Taxa_Saknas:13;§2.2.3 | 19 | 34 | Extra digital licens (årskostnad) | Saknas i EDP – föreslagen ny taxa | Kodförslag baserat på prefix/suffix och text i Taxepunkter | GEMUPPEXTRA | 34 | Gemensam uppsamlingsplats inom hämtningsområde X / Extra digital licens (årskostnad) | GEMUPPEXTRA | Extra digital licens (årskostnad) | RENH | HUSH | 1 | ÅRKV | Extra digital licens (årskostnad) | 0 | - | 1 | ANTB
;TRÄ;1;TRÄ;;;;;;RULE:Taxa_till_edp:1;intRecnum | strTaxekod | strTaxebenamning | strProdukt | strDelProdukt | bytDelradnr | strFaktor | strTaxedelAvser | strEntreprenorkod | strRenhDistrKod | curNuvarandePris | datNuvarandePrisDatum | bolPrisPerTomning | strAvvikandeFormel | bolPriserInklMoms | bytMomskod | strFormel
